Year,unitid,ISPrice,OOSPrice
2017,242644,5860,5860
2018,242644,5902,5902
2019,242644,5974,5974
2020,242644,5974,5974
2021,242644,5254,5254
2022,242644,5542,5542
2023,242644,5542,5542
2024,242644,5742,5742
1990,242653,2280,2280
1991,242653,2608,2608
1992,242653,2608,2608
1993,242653,2700,2700
1994,242653,2835,2835
1995,242653,2835,2835
1996,242653,3014,3014
1997,242653,3421,3421
1998,242653,3571,3571
1999,242653,3830,3830
2000,242653,3866,3866
2001,242653,3866,3866
2002,242653,3566,3566
2003,242653,3536,3536
2004,242653,3656,3656
2005,242653,3776,3776
2006,242653,3836,3836
2007,242653,4044,4044
2008,242653,4212,4212
2009,242653,4428,4428
2010,242653,6660,6660
2011,242653,6663,6663
2012,242653,6663,6663
2013,242653,6723,6723
2014,242653,7011,7011
2015,242653,7122,7122
2016,242653,7302,7302
2017,242653,8517,8517
2018,242653,8688,8688
2019,242653,8796,8796
2020,242653,8655,8655
2021,242653,5292,5292
2022,242653,5580,5580
2023,242653,5580,5580
2024,242653,5780,5780
1990,242662,2230,2230
1991,242662,2608,2608
1992,242662,2608,2608
1993,242662,2836,2836
1994,242662,2835,2835
1995,242662,2835,2835
1996,242662,2960,2960
1997,242662,3376,3376
1998,242662,3542,3542
1999,242662,3778,3778
2000,242662,3778,3778
2001,242662,3778,3778
2002,242662,3416,3416
2003,242662,3744,3744
2004,242662,3664,3664
2005,242662,3776,3776
2006,242662,3784,3784
2007,242662,4004,4004
2008,242662,4212,4212
2009,242662,4428,4428
2010,242662,4596,4596
2011,242662,4600,4600
2012,242662,4600,4600
2013,242662,4674,4674
2014,242662,4866,4866
2015,242662,4962,4962
2016,242662,5084,5084
2017,242662,5872,5872
2018,242662,5914,5914
2019,242662,5986,5986
2020,242662,5986,5986
2021,242662,5292,5292
2022,242662,5580,5580
2023,242662,5580,5580
2024,242662,5780,5780
1990,242680,2230,2230
1991,242680,2608,2608
1992,242680,2608,2608
1993,242680,3300,3300
1994,242680,2835,2835
1995,242680,2835,2835
1996,242680,2936,2936
1997,242680,3345,3345
1998,242680,3495,3495
1999,242680,3602,3602
2000,242680,3626,3626
2001,242680,3626,3626
2002,242680,3416,3416
2003,242680,3536,3536
2004,242680,3664,3664
2005,242680,3784,3784
2006,242680,3784,3784
2007,242680,4004,4004
2008,242680,4212,4212
2009,242680,4428,4428
2010,242680,4699,4699
2011,242680,4699,4699
2012,242680,4699,4699
2013,242680,4699,4699
2014,242680,4850,4850
2015,242680,4905,4905
2016,242680,5102,5102
2017,242680,5898,5898
2018,242680,5940,5940
2019,242680,6012,6012
2020,242680,6012,6012
2021,242680,5292,5292
2022,242680,5580,5580
2023,242680,5580,5580
2024,242680,5780,5780
1990,242699,2230,2230
1991,242699,2608,2608
1992,242699,2608,2608
1993,242699,3000,3000
1994,242699,2835,2835
1995,242699,2835,2835
1996,242699,2948,2948
1997,242699,3360,3360
1998,242699,3510,3510
1999,242699,3614,3614
2000,242699,3664,3664
2001,242699,3664,3664
2002,242699,3416,3416
2003,242699,3544,3544
2004,242699,3664,3664
2005,242699,3776,3776
2006,242699,3776,3776
2007,242699,4004,4004
2008,242699,4174,4174
2009,242699,4390,4390
2010,242699,4558,4558
2011,242699,5282,5282
2012,242699,5282,5282
2013,242699,5342,5342
2014,242699,5534,5534
2015,242699,5589,5589
2016,242699,5764,5764
2017,242699,5860,5860
2018,242699,5902,5902
2019,242699,5974,5974
2020,242699,5974,5974
2021,242699,5292,5292
2022,242699,5580,5580
2023,242699,5580,5580
2024,242699,5780,5780
1990,242705,2230,2230
1991,242705,2608,2608
1992,242705,2608,2608
1993,242705,2700,2700
1994,242705,2835,2835
1995,242705,2835,2835
1996,242705,2948,2948
1997,242705,3360,3360
1998,242705,3829,3829
1999,242705,3652,3652
2000,242705,3676,3676
2001,242705,3676,3676
2002,242705,3416,3416
2003,242705,3544,3544
2004,242705,3642,3642
2005,242705,3776,3776
2006,242705,3784,3784
2007,242705,4004,4004
2008,242705,4212,4212
2009,242705,4428,4428
2010,242705,4596,4596
2011,242705,4596,4596
2012,242705,4600,4600
2013,242705,4600,4600
2014,242705,4852,4852
2015,242705,4962,4962
2016,242705,5082,5082
2017,242705,5898,5898
2018,242705,5940,5940
2019,242705,6012,6012
2020,242705,6012,6012
2021,242705,5292,5292
2022,242705,5580,5580
2023,242705,5580,5580
2024,242705,5780,5780
1992,242972,2535,2535
1993,242972,2535,2535
1994,242972,2760,2760
1995,242972,2760,2760
1996,242972,3370,3370
1997,242972,3160,3160
1998,242972,3878,3878
1999,242972,4062,4062
2000,242972,3850,3850
2001,242972,4473,4473
2002,242972,4350,4350
2003,242972,4480,4480
2004,242972,4588,4588
2005,242972,4660,4660
2006,242972,4908,4908
2007,242972,5295,5295
2008,242972,5655,5655
2009,242972,6390,6390
2010,242972,6455,6455
2011,242972,6915,10695
2012,242972,6495,10275
2013,242972,6495,10275
2014,242972,6495,11175
2015,242972,6495,11175
2016,242972,6495,11175
2017,242972,6495,6495
2018,242972,6675,6675
2019,242972,6675,6675
2020,242972,6675,6675
2021,242972,6919,11995
2022,242972,7158,8870
2023,242972,8054,9884
2024,242972,12723,13886
1990,243106,320,320
1991,243106,712,712
1992,243106,1212,1212
1993,243106,1494,1494
1994,243106,1562,1562
1995,243106,1008,1008
1996,243106,1695,1695
1997,243106,1744,1744
1998,243106,1733,1733
1999,243106,1690,1690
2000,243106,1952,1953
2001,243106,2023,2040
2002,243106,2153,2153
2003,243106,2364,3744
2004,243106,1606,2986
2005,243106,2049,3881
2006,243106,2143,3975
2007,243106,1679,3745
2008,243106,1747,3884
2009,243106,1815,4033
2010,243106,2683,4705
2011,243106,2751,4773
2012,243106,2717,4738
2013,243106,1968,3990
2014,243106,2019,4041
2015,243106,2019,4041
2016,243106,2022,4044
2017,243106,2082,4070
2018,243106,4654,6609
2019,243106,4768,6752
2020,243106,4768,6665
2021,243106,5540,5540
2022,243106,5924,5924
2023,243106,5924,5924
2024,243106,5924,5924
1990,243115,360,4107
1991,243115,761,2471
1992,243115,961,2471
1993,243115,1302,2752
1994,243115,1406,2906
1995,243115,1238,2738
1996,243115,1462,2906
1997,243115,1495,2906
1998,243115,1525,2906
1999,243115,1750,3131
2000,243115,2715,2715
2001,243115,2715,2715
2002,243115,2715,2715
2003,243115,1245,2625
2004,243115,1245,2625
2005,243115,1707,3539
2006,243115,1707,3539
2007,243115,1872,3938
2008,243115,1872,3938
2009,243115,1872,3938
2010,243115,1475,4028
2011,243115,2944,4966
2012,243115,2717,4739
2013,243115,1963,4104
2014,243115,1997,4035
2015,243115,2019,4040
2016,243115,2053,4075
2017,243115,2087,4109
2018,243115,4054,6009
2019,243115,4168,6152
2020,243115,4168,4168
2021,243115,4940,4940
2022,243115,5324,5324
2023,243115,5324,5324
2024,243115,5324,5324
1990,243133,838,1000
1991,243133,1078,2400
1992,243133,1469,2800
1993,243133,1569,2900
1994,243133,1572,2400
1995,243133,1568,2400
1996,243133,1690,2500
1997,243133,1661,2500
1998,243133,1661,2500
1999,243133,1510,2470
2000,243133,1290,2480
2001,243133,1290,2480
2002,243133,1315,2470
2003,243133,1743,3123
2004,243133,1743,3123
2005,243133,2083,3723
2006,243133,2083,3723
2007,243133,2083,3723
2008,243133,1940,4077
2009,243133,2008,4226
2010,243133,2076,4097
2011,243133,2944,4965
2012,243133,3012,5033
2013,243133,2212,4233
2014,243133,2212,4233
2015,243133,2014,4036
2016,243133,2022,4044
2017,243133,2022,4044
2018,243133,4084,6039
2019,243133,4084,6039
2020,243133,4198,4198
2021,243133,4970,4970
2022,243133,6284,6284
2023,243133,6284,6284
2024,243133,6284,6284
1990,243142,923,923
1991,243142,1373,1373
1992,243142,1824,1824
1993,243142,1860,1860
1994,243142,1992,1992
1995,243142,1992,2004
1996,243142,2061,2061
1997,243142,2230,2230
1999,243142,2401,4051
2000,243142,2495,4145
2001,243142,2747,4817
2002,243142,2742,4992
2003,243142,2909,5159
2004,243142,2885,5135
2005,243142,3368,5120
2006,243142,2263,3415
2007,243142,2518,3815
2008,243142,2620,3975
2009,243142,2722,4107
2010,243142,2824,5856
2011,243142,3726,6758
2012,243142,3571,6858
2013,243142,3571,6858
2014,243142,2971,5996
2015,243142,3005,6037
2016,243142,3031,6063
2017,243142,3051,6084
2018,243142,3663,6675
2019,243142,4377,7273
2020,243142,6252,6252
2021,243142,7410,7410
2022,243142,7986,7986
2023,243142,7986,7986
2024,243142,7986,7986
1990,243151,662,2000
1991,243151,1078,2000
1992,243151,1335,2400
1993,243151,1335,2400
1994,243151,1335,2400
1995,243151,1335,2400
1996,243151,1695,2500
1997,243151,1745,2500
1998,243151,1745,2500
2000,243151,1970,2725
2001,243151,1470,1470
2002,243151,1470,1470
2003,243151,1470,2625
2004,243151,1470,2625
2005,243151,1707,3539
2006,243151,1509,3341
2007,243151,1504,3740
2008,243151,1742,3740
2009,243151,1848,4238
2010,243151,2876,5181
2011,243151,6719,7839
2012,243151,2875,5032
2013,243151,2212,4233
2014,243151,2212,4233
2015,243151,2049,4070
2016,243151,2083,4104
2017,243151,2083,4138
2018,243151,4089,6044
2019,243151,4208,6202
2020,243151,4208,6202
2021,243151,4940,4940
2022,243151,5324,5324
2023,243151,5324,5324
2024,243151,5324,5324
1990,243179,728,728
1991,243179,1078,2788
1992,243179,1458,2788
1993,243179,1494,2874
1994,243179,1626,3006
1995,243179,1638,3006
1996,243179,1695,3006
1997,243179,1741,3006
1998,243179,1793,3173
2000,243179,1245,2470
2002,243179,1245,1245
2003,243179,1245,2625
2004,243179,1245,2625
2005,243179,1707,4133
2006,243179,1707,4133
2007,243179,1877,4220
2008,243179,1945,4657
2009,243179,2013,4761
2010,243179,2876,4898
2011,243179,2564,4773
2012,243179,2600,4841
2013,243179,1828,4041
2014,243179,1849,4041
2015,243179,2019,4041
2016,243179,2022,4044
2017,243179,2040,4061
2018,243179,4054,6009
2019,243179,4168,6152
2020,243179,4168,4168
2021,243179,4940,4940
2022,243179,5324,5324
2023,243179,5324,5324
2024,243179,5324,5324
1992,243188,1458,1458
1993,243188,1570,1570
1994,243188,1242,1242
1995,243188,1561,1561
1996,243188,1450,1450
1997,243188,1479,1479
1998,243188,1520,1520
1999,243188,1090,1090
2000,243188,1090,2470
2001,243188,1315,2470
2002,243188,100,2470
2003,243188,1090,2470
2004,243188,1090,2470
2005,243188,1707,3539
2006,243188,1707,3539
2007,243188,1872,3938
2008,243188,1940,4077
2009,243188,2008,4226
2010,243188,2076,4098
2011,243188,2751,4773
2012,243188,2717,4841
2013,243188,1963,4036
2014,243188,1997,4036
2015,243188,2049,4071
2016,243188,2022,4044
2017,243188,2040,4044
2018,243188,4054,6009
2019,243188,4168,6152
2020,243188,4168,6152
2021,243188,4940,4940
2022,243188,5324,5324
2023,243188,5324,5324
2024,243188,5324,5324
1992,243197,1306,3706
1993,243197,1600,4000
1994,243197,1600,4000
1995,243197,1625,4025
1997,243197,1545,3945
1998,243197,1545,3945
1999,243197,1470,3870
2000,243197,1350,1350
2001,243197,1350,1350
2002,243197,1350,2505
2003,243197,1275,2505
2004,243197,1275,2505
2005,243197,1707,3192
2006,243197,1707,3192
2007,243197,1872,3745
2008,243197,1940,3735
2009,243197,2008,3884
2010,243197,2876,4039
2011,243197,2751,4285
2012,243197,2648,4841
2013,243197,1900,4041
2014,243197,1994,4036
2015,243197,2049,4071
2016,243197,2022,4044
2017,243197,2082,4104
2018,243197,4054,6009
2019,243197,4168,6152
2020,243197,4168,6162
2021,243197,4840,4840
2022,243197,5274,5274
2023,243197,5274,5274
2024,243197,5274,5274
1993,243203,1416,1416
1994,243203,1400,2400
1995,243203,1711,3096
1996,243203,1711,3096
1997,243203,1711,3098
1998,243203,1711,3098
1999,243203,1900,3220
2000,243203,2002,3322
2001,243203,2098,3418
2002,243203,2277,3597
2003,243203,2487,2487
2004,243203,2487,3807
2005,243203,3172,4924
2006,243203,3321,5073
2007,243203,3501,5477
2008,243203,3963,6006
2009,243203,4277,6409
2010,243203,4662,6684
2011,243203,5626,7648
2012,243203,5698,7841
2013,243203,4806,7071
2014,243203,4806,7153
2015,243203,4806,7195
2016,243203,4998,7438
2017,243203,5248,7631
2018,243203,7099,9054
2019,243203,7409,11625
2020,243203,7657,7657
2021,243203,8423,8423
2022,243203,8945,8945
2023,243203,8945,8945
2024,243203,8945,8945
1990,243212,838,838
1991,243212,1078,1078
1992,243212,1458,1458
1993,243212,1494,1494
1994,243212,1518,1518
1995,243212,1530,1530
1996,243212,1695,1695
1997,243212,1744,1744
1998,243212,1793,1793
1999,243212,1815,1815
2000,243212,1910,1910
2001,243212,2245,2245
2002,243212,2876,2876
2003,243212,1903,3283
2004,243212,1766,3146
2005,243212,2174,3214
2006,243212,2264,3304
2007,243212,1679,3341
2008,243212,1747,3341
2009,243212,1815,3749
2010,243212,2683,4705
2011,243212,2751,4773
2012,243212,2717,4739
2013,243212,1968,3989
2014,243212,1997,4036
2015,243212,2014,4035
2016,243212,2022,4044
2017,243212,2039,4061
2018,243212,4054,6009
2019,243212,4168,6152
2020,243212,4168,4168
2021,243212,4940,4940
2022,243212,5324,5324
2023,243212,5324,5324
2024,243212,5324,5324
1990,243221,841,841
1991,243221,976,976
1992,243221,1458,1458
1993,243221,1494,1494
1994,243221,1494,1494
1995,243221,1626,1626
1996,243221,1626,1626
1997,243221,1743,1743
1998,243221,1794,2400
1999,243221,1510,2470
2000,243221,790,2470
2001,243221,790,2470
2002,243221,790,2470
2003,243221,790,2470
2004,243221,790,2470
2005,243221,1104,3336
2006,243221,1104,3336
2007,243221,1314,3744
2008,243221,1373,3888
2009,243221,1424,4028
2010,243221,1475,4028
2011,243221,2271,4292
2012,243221,2402,4423
2013,243221,1663,3737
2014,243221,1681,1709
2015,243221,1701,4513
2016,243221,2022,4600
2017,243221,2082,4689
2018,243221,4054,6009
2019,243221,4168,6152
2020,243221,4198,4198
2021,243221,4940,4940
2022,243221,5324,5324
2023,243221,5324,5324
2024,243221,5324,5324
1990,243346,2750,2750
1991,243346,2750,2750
1992,243346,2940,2940
1993,243346,3220,3220
1994,243346,2620,2620
1995,243346,2620,2620
1996,243346,2784,2784
1997,243346,2844,2844
1998,243346,3084,3084
1999,243346,3084,3084
2000,243346,3354,3354
2001,243346,3530,3530
2002,243346,3722,3722
2003,243346,3752,3752
2004,243346,3872,3872
2005,243346,4022,4022
2006,243346,4220,4220
2007,243346,4340,4340
2008,243346,4584,4584
2009,243346,4924,4924
2010,243346,5064,5064
2011,243346,5194,5194
2012,243346,5194,5194
2013,243346,5434,5434
2014,243346,5580,5580
2015,243346,5820,5820
2016,243346,5820,5820
2017,243346,5820,5820
2018,243346,5820,5820
2019,243346,5820,5820
2020,243346,5820,5820
2021,243346,5820,5820
2022,243346,6920,6920
2023,243346,6920,6920
2024,243346,7750,7750
1990,243443,2795,2795
1991,243443,2795,2795
1992,243443,3245,3245
1993,243443,3245,3245
1994,243443,3295,3295
1995,243443,3745,3745
1996,243443,3800,3800
1997,243443,4000,4000
1998,243443,4000,4000
1999,243443,4270,4270
2000,243443,4440,4440
2001,243443,4600,4600
2002,243443,4620,4620
2003,243443,4790,4790
2004,243443,4810,4810
2005,243443,4980,4980
2006,243443,5210,5210
2007,243443,4400,4400
2008,243443,4830,4830
2009,243443,4850,4850
2010,243443,5020,5020
2011,243443,5170,5170
2012,243443,5390,5390
2013,243443,5560,5560
2014,243443,5680,5680
2015,243443,5780,5780
2016,243443,6000,6000
2017,243443,6000,6000
2018,243443,6000,6000
2019,243443,6000,6000
2020,243443,6000,6000
2021,243443,6120,6120
2022,243443,6170,6170
2023,243443,6360,6360
2024,243443,6410,6410
1991,243568,2376,2376
1992,243568,2700,2700
1993,243568,2700,2700
1994,243568,2700,2700
1995,243568,2731,2731
1996,243568,2731,2731
1997,243568,3350,3350
1998,243568,3350,3350
1999,243568,4095,4095
2000,243568,5011,5231
2001,243568,5125,5630
2002,243568,5860,5905
2003,243568,5860,5905
2004,243568,5860,5905
2005,243568,5860,5860
2006,243568,7265,7265
2007,243568,7265,7265
2008,243568,7620,7620
2009,243568,8688,8688
2010,243568,8954,8954
2011,243568,9154,9154
2012,243568,9154,9154
2013,243568,8853,8853
2014,243568,9222,9222
2015,243568,9375,9375
2016,243568,9473,9473
2017,243568,9473,9473
2018,243568,5722,5722
2019,243568,5722,5722
2020,243568,5722,5722
2021,243568,5722,5722
2022,243568,6546,6551
2023,243568,6442,6551
2024,243568,7304,7313
1991,243577,2340,2340
1992,243577,3270,3270
1993,243577,3450,3450
1994,243577,3750,3750
1995,243577,3780,3780
1996,243577,3780,3780
1997,243577,3105,3105
1998,243577,4140,4140
1999,243577,4695,4695
2000,243577,4857,4857
2001,243577,5037,5037
2002,243577,5325,5325
2003,243577,5370,5370
2004,243577,5550,5550
2005,243577,5922,5922
2006,243577,6075,6075
2007,243577,6075,6075
2008,243577,6330,6330
2009,243577,7125,7125
2010,243577,7155,7155
2011,243577,7548,7548
2012,243577,7548,7548
2013,243577,7548,7548
2014,243577,7800,7800
2015,243577,8040,8040
2016,243577,8328,8328
2017,243577,8328,8328
2018,243577,8610,8610
2019,243577,8640,8640
2020,243577,8640,8640
2021,243577,8640,8640
2022,243577,9102,9102
2023,243577,9810,9810
2024,243577,9870,9870
1990,243586,2382,2382
1991,243586,2413,2413
1992,243586,2520,2520
1993,243586,2713,2713
1994,243586,3145,3145
1995,243586,3221,3221
1996,243586,3514,3514
1997,243586,3514,3514
1998,243586,3263,3263
1999,243586,4116,4116
2000,243586,3894,3894
2001,243586,4184,4184
2002,243586,4356,4356
2003,243586,4516,4516
2004,243586,4676,4676
2005,243586,4836,4836
2006,243586,4996,4996
2007,243586,5156,5156
2008,243586,5316,5316
2009,243586,4896,4896
2010,243586,5036,5036
2011,243586,4836,4836
2012,243586,4966,4966
2013,243586,4738,4738
2014,243586,4898,4898
2015,243586,5028,5028
2016,243586,5148,5148
2017,243586,5268,5268
2018,243586,5388,5388
2019,243586,5478,5478
2020,243586,5408,5408
2021,243586,5443,5443
2022,243586,5818,5818
2023,243586,6238,6238
2024,243586,6550,6550
1990,243601,2750,2750
1991,243601,2750,2750
1992,243601,2940,2940
1993,243601,3220,3220
1994,243601,2620,2620
1995,243601,2620,2620
1996,243601,2784,2784
1997,243601,2844,2844
1998,243601,3084,3084
1999,243601,3084,3084
2000,243601,3354,3354
2001,243601,3530,3530
2002,243601,3722,3722
2003,243601,3752,3752
2004,243601,3872,3872
2005,243601,4022,4022
2006,243601,4220,4220
2007,243601,4340,4340
2008,243601,4584,4584
2009,243601,4924,4924
2010,243601,5064,5064
2011,243601,5194,5194
2012,243601,5194,5194
2013,243601,5434,5434
2014,243601,5580,5580
2015,243601,5820,5820
2016,243601,5820,5820
2017,243601,5820,5820
2018,243601,5820,5820
2019,243601,5820,5820
2020,243601,5820,5820
2021,243601,5820,5820
2022,243601,6920,6920
2023,243601,6920,6920
2024,243601,7750,7750
1990,243638,2310,2310
1991,243638,2310,2310
1992,243638,2310,2310
1993,243638,2310,2310
1994,243638,2310,2310
1995,243638,2310,2310
1996,243638,2320,2320
1997,243638,2340,2340
1998,243638,2460,2460
1999,243638,3080,3080
2000,243638,2460,2460
2001,243638,2760,2760
2002,243638,3000,3000
2003,243638,3000,3000
2004,243638,3360,3360
2005,243638,3360,3360
2006,243638,3360,3360
2007,243638,3720,3720
2008,243638,3720,3720
2009,243638,4080,4080
2010,243638,4080,4080
2011,243638,4180,4180
2012,243638,4180,4180
2013,243638,5080,5080
2014,243638,5255,5255
2015,243638,5485,5485
2016,243638,4750,4750
2017,243638,4750,4750
2018,243638,4750,4750
2019,243638,4750,4750
2020,243638,4750,4750
2021,243638,4750,4750
2022,243638,5050,5050
2023,243638,5050,5050
2024,243638,5050,5050
1990,243647,2400,2400
1991,243647,2600,2600
1992,243647,2600,2600
1994,243647,2610,2610
1995,243647,2610,2610
1996,243647,2610,2610
1997,243647,2610,2610
1998,243647,2685,2685
1999,243647,4125,4125
2002,243647,2325,2325
2003,243647,2130,2130
2004,243647,2140,2140
2005,243647,2140,2140
2006,243647,2140,2140
2007,243647,2140,2140
2008,243647,2480,3560
2009,243647,2720,3560
2010,243647,3010,3610
2011,243647,3250,3610
2012,243647,3250,3610
2013,243647,3250,3610
2014,243647,3250,3610
2015,243647,3250,3610
2016,243647,3250,3610
2017,243647,3250,3610
2018,243647,3250,3610
2019,243647,3250,3610
2020,243647,3610,3850
2021,243647,3730,3970
2022,243647,3730,3970
2023,243647,3730,3970
2024,243647,3730,3970
1990,243665,1082,3246
1991,243665,1200,3600
1992,243665,1440,4140
1993,243665,1500,4500
1994,243665,1650,4950
1995,243665,1912,5544
1996,243665,2106,6126
1997,243665,2316,6756
1998,243665,2460,7380
1999,243665,2738,7658
2000,243665,3008,8468
2001,243665,3026,8486
2002,243665,2986,8446
2003,243665,3198,9333
2004,243665,3370,9370
2005,243665,3513,10113
2006,243665,3726,10326
2007,243665,3800,10400
2008,243665,3965,10895
2009,243665,4100,11300
2010,243665,4310,11800
2011,243665,4594,12574
2012,243665,4594,12574
2013,243665,4794,13174
2014,243665,4794,13174
2015,243665,5014,13834
2016,243665,5234,14496
2017,243665,5235,14496
2018,243665,5235,14496
2019,243665,5235,14496
2020,243665,5235,14496
2021,243665,5235,14496
2022,243665,5235,14496
2023,243665,5612,15521
2024,243665,5957,16557
1990,243744,14365,14365
1991,243744,15201,15201
1992,243744,16635,16635
1993,243744,17874,17874
1995,243744,19695,19695
1996,243744,20490,20490
1998,243744,22110,22110
1999,243744,23229,23229
2000,243744,24622,24622
2001,243744,26126,26126
2002,243744,27443,27443
2003,243744,28832,28832
2004,243744,30103,30103
2005,243744,31452,31452
2006,243744,33264,33264
2007,243744,35089,35089
2008,243744,36360,36360
2009,243744,38238,38238
2010,243744,40172,40172
2011,243744,41564,41564
2012,243744,42225,42225
2013,243744,43683,43683
2014,243744,44757,44757
2015,243744,46320,46320
2016,243744,47940,47940
2017,243744,49617,49617
2018,243744,51354,51354
2019,243744,53529,53529
2020,243744,56169,56169
2021,243744,56169,56169
2022,243744,58416,58416
2023,243744,62484,62484
2024,243744,65910,65910
1990,243780,2152,6764
1991,243780,2324,7440
1992,243780,2520,8192
1993,243780,2696,8848
1994,243780,2884,9556
1995,243780,3056,10128
1996,243780,3208,10636
1997,243780,3352,11184
1998,243780,3532,11752
1999,243780,3723,12347
2000,243780,3872,12904
2001,243780,4164,13872
2002,243780,5580,16260
2003,243780,5860,17640
2004,243780,6092,18700
2005,243780,6458,19824
2006,243780,7096,21266
2007,243780,7416,22224
2008,243780,7750,23224
2009,243780,8638,25118
2010,243780,9070,26622
2011,243780,9478,27646
2012,243780,9900,28702
2013,243780,9992,28794
2014,243780,10002,28804
2015,243780,10002,28804
2016,243780,10002,28804
2017,243780,9992,28794
2018,243780,9992,28794
2019,243780,9992,28794
2020,243780,9992,28794
2021,243780,9992,28794
2022,243780,9992,28794
2023,243780,9992,28794
2024,243780,9992,28794
2004,243823,1035,1035
2005,243823,1640,1640
2006,243823,1645,1645
2007,243823,7590,7590
2008,243823,8130,8130
2009,243823,8505,8505
2010,243823,7000,7000
2011,243823,6235,6235
2012,243823,6438,6438
2013,243823,23010,23010
2014,243823,23816,23816
2015,243823,23790,23790
2016,243823,25175,25175
2017,243823,25613,25613
2018,243823,25613,25613
2019,243823,25613,25613
2020,243823,22123,22123
2021,243823,24311,24311
2022,243823,25477,25477
2023,243823,26244,26244
2024,243823,26904,26904
1991,243832,2630,2630
1993,243832,2799,2799
1994,243832,2266,2266
1996,243832,2356,2356
1997,243832,3534,3534
1998,243832,3534,3534
1999,243832,3095,3095
2000,243832,3095,3095
2001,243832,3295,3295
2002,243832,4000,4000
2003,243832,4000,4000
2004,243832,4000,4000
2005,243832,4180,4180
2006,243832,4180,4180
2007,243832,4580,4580
2008,243832,4880,4880
2009,243832,5100,5100
2010,243832,5400,10295
2011,243832,5400,10296
2012,243832,5400,10296
2013,243832,5940,10878
2014,243832,5940,10878
2015,243832,5940,10878
2016,243832,5940,10356
2017,243832,6200,12892
2018,243832,6200,6200
2019,243832,6200,6200
2020,243832,6200,6200
2021,243832,6200,6200
2022,243832,6900,12600
2023,243832,7050,14125
2024,243832,7050,14125
1991,244233,4500,4500
1992,244233,4500,4500
1993,244233,4555,4555
1994,244233,4555,4555
1995,244233,4788,4788
1996,244233,5760,5760
1997,244233,6000,6000
1998,244233,6340,6340
1999,244233,5690,6340
2000,244233,6820,6820
2001,244233,7140,7140
2002,244233,7780,7780
2003,244233,7265,7265
2004,244233,7385,7385
2005,244233,8685,8685
2006,244233,9640,9640
2007,244233,10360,10360
2008,244233,10360,10360
2009,244233,11300,11300
2010,244233,12240,12240
2011,244233,13200,13200
2012,244233,15020,15020
2013,244233,15840,15840
2014,244233,12782,12782
2015,244233,13068,13068
2016,244233,13098,13098
2017,244233,13695,13695
2018,244233,14539,14539
2019,244233,14539,14539
2020,244233,14876,14876
2021,244233,14355,14355
2022,244233,18615,18615
2023,244233,18615,18615
2024,244233,17615,17615
1990,244437,1005,2490
1991,244437,1050,2682
1992,244437,1120,2758
1993,244437,1159,2847
1994,244437,1193,2937
1995,244437,1158,3239
1996,244437,1225,3745
1997,244437,1359,4113
1998,244437,1136,3344
1999,244437,1440,5142
2000,244437,1486,5326
2001,244437,1510,5350
2002,244437,1576,5572
2003,244437,1642,5836
2004,244437,1724,6128
2005,244437,1822,6446
2006,244437,2080,6865
2007,244437,2158,7174
2008,244437,2161,7185
2009,244437,2492,8365
2010,244437,2779,8999
2011,244437,3015,9638
2012,244437,2995,8635
2013,244437,3100,8870
2014,244437,3150,9075
2015,244437,3213,9288
2016,244437,3261,9336
2017,244437,3304,9501
2018,244437,3304,9501
2019,244437,3360,9712
2020,244437,3360,9712
2021,244437,3360,9712
2022,244437,2960,9312
2023,244437,2960,9312
2024,244437,3104,10064
1990,244446,580,1160
1991,244446,580,1060
1992,244446,615,1230
1993,244446,687,1227
1994,244446,738,1314
1995,244446,882,1638
1996,244446,900,1656
1997,244446,900,1656
1998,244446,900,1656
1999,244446,999,1827
2000,244446,1035,1899
2001,244446,1083,1983
2002,244446,1119,2055
2003,244446,1158,2130
2004,244446,1194,2202
2005,244446,1407,2523
2006,244446,1407,2523
2007,244446,1632,2928
2008,244446,1701,2997
2009,244446,2211,4011
2010,244446,2466,4491
2011,244446,2246,4046
2012,244446,2378,4298
2013,244446,2546,4586
2014,244446,2834,4970
2015,244446,2840,4976
2016,244446,2850,4986
2017,244446,2920,5056
2018,244446,2924,5060
2019,244446,3188,5588
2020,244446,3178,5578
2021,244446,3178,5578
2022,244446,3158,5558
2023,244446,3188,5588
2024,244446,3404,5954
1990,245625,1180,3310
1991,245625,1160,3480
1992,245625,1388,3812
1993,245625,1476,4428
1994,245625,1848,4974
1995,245625,1716,4740
1996,245625,1788,5364
1997,245625,1860,5076
1998,245625,1836,5052
1999,245625,1860,5076
2000,245625,1860,5076
2001,245625,1860,5076
2002,245625,1920,5136
2003,245625,2064,3744
2004,245625,2136,2856
2005,245625,2340,3060
2006,245625,2410,3166
2007,245625,2578,3336
2008,245625,2754,3474
2009,245625,2904,3624
2010,245625,3024,3745
2011,245625,3120,3840
2012,245625,3192,3912
2013,245625,3288,4008
2014,245625,4260,5160
2015,245625,4410,5310
2016,245625,4590,5490
2017,245625,4590,5490
2018,245625,4980,5880
2019,245625,5190,6090
2020,245625,5190,6090
2021,245625,5190,6090
2022,245625,5190,6090
2023,245625,5310,5910
2024,245625,5460,6360
1990,245652,12990,12990
1991,245652,14262,14262
1992,245652,15400,15400
1993,245652,16150,16150
1994,245652,17630,17630
1995,245652,18180,18180
1996,245652,18920,18920
1997,245652,19700,19700
